Grenada,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,,,,,,,,,,
Population,93772,95096,96052,96882,97613,98226,98692,98977,99056,98975,98794,98535,98225,97886,97528,97165,96781,96329,95811,95242,94838,95222,96534,98177,99618,100576,100893,100599,99877,99224,99047,99758,101040,102173,103174,104060,104846,105549,106200,106823,107432,107936,108231,108740,109516,110254,110988,111725,112478,113249,114039,114918,115912,116945,117972,118980,119966,120921,121838,122724,123663,124610,125438
